"team","quarter","year","n_plays","n_pass","n_rush","yards_pass","yards_rush"
"SF",1,2016,214,102,112,865,476
"SF",1,2017,226,122,104,936,442
"SF",1,2018,209,112,97,856,541
"SF",1,2019,192,108,84,859,429
"SF",1,2020,249,115,134,967,688
"SF",1,2021,209,105,104,929,437
"SF",1,2022,203,102,101,804,545
"SF",1,2023,191,102,89,739,520
"SF",2,2014,251,153,98,1302,420
"SF",2,2015,244,151,93,1064,404
"SF",2,2016,249,128,121,1010,506
"SF",2,2017,280,183,97,1391,450
"SF",2,2018,275,170,105,1287,394
"SF",2,2019,229,137,92,1116,675
"SF",2,2020,273,155,118,1084,559
"SF",2,2021,240,136,104,1005,490
"SF",2,2022,232,149,83,1209,386
"SF",2,2023,206,117,89,1028,398
"SF",3,2014,217,122,95,773,392
"SF",3,2015,177,100,77,875,186
"SF",3,2016,194,98,96,444,392
"SF",3,2017,230,127,103,960,413
"SF",3,2018,223,120,103,1270,574
"SF",3,2019,227,106,121,1198,499
"SF",3,2020,210,111,99,1003,446
"SF",3,2021,205,107,98,1082,467
"SF",3,2022,197,95,102,751,552
"SF",3,2023,156,85,71,1150,409
"SF",4,2014,250,137,113,829,411
"SF",4,2015,242,174,68,1193,228
"SF",4,2016,255,181,74,1042,244
"SF",4,2017,253,175,78,1135,317
"SF",4,2018,247,160,87,1300,303
"SF",4,2019,220,97,123,664,488
"SF",4,2020,298,212,86,1641,345
"SF",4,2021,221,122,99,992,394
"SF",4,2022,225,112,113,858,476
"SF",4,2023,188,80,108,800,419
"SF",5,2014,7,2,5,5,47
"SF",5,2015,13,12,1,157,1
"SF",5,2016,6,3,3,13,25
"SF",5,2017,26,16,10,44,29
"SF",5,2018,7,1,6,0,29
"SF",5,2019,8,5,3,7,9
"SF",5,2020,0,0,0,0,0
"SF",5,2021,7,6,1,77,2
"SF",5,2022,0,0,0,0,0
"SF",5,2023,0,0,0,0,0
"TB",1,2014,203,114,89,704,395
"TB",1,2015,211,93,118,823,592
"TB",1,2016,248,120,128,938,514
"TB",1,2017,234,132,102,992,349
"TB",1,2018,243,143,100,1313,434
"TB",1,2019,214,123,91,1143,292
"TB",1,2020,226,142,84,1083,284
"TB",1,2021,244,167,77,1199,450
"TB",1,2022,212,121,91,904,377
"TB",1,2023,184,110,74,701,241
"TB",2,2014,234,147,87,1068,353
"TB",2,2015,255,161,94,1149,467
"TB",2,2016,278,181,97,1237,318
"TB",2,2017,258,180,78,1264,291
"TB",2,2018,267,191,76,1697,254
"TB",2,2019,259,185,74,1635,271
"TB",2,2020,293,209,84,1444,349
"TB",2,2021,283,198,85,1602,319
"TB",2,2022,237,165,72,1120,222
"TB",2,2023,206,125,81,832,329
"TB",3,2014,212,110,102,895,332
"TB",3,2015,249,131,118,1151,580
"TB",3,2016,252,146,106,1353,375
"TB",3,2017,231,136,95,1228,434
"TB",3,2018,227,141,86,1292,368
"TB",3,2019,206,123,83,1002,380
"TB",3,2020,238,162,76,1432,426
"TB",3,2021,227,146,81,1043,383
"TB",3,2022,220,152,68,851,297
"TB",3,2023,148,83,65,648,201
"TB",4,2014,244,188,56,1402,202
"TB",4,2015,273,185,88,1371,461
"TB",4,2016,257,173,84,1094,296
"TB",4,2017,254,188,66,1558,180
"TB",4,2018,239,178,61,1558,184
"TB",4,2019,235,153,82,1335,242
"TB",4,2020,250,150,100,1138,493
"TB",4,2021,234,155,79,1082,328
"TB",4,2022,267,203,64,1217,195
"TB",4,2023,232,152,80,991,319
"TB",5,2014,1,1,0,10,0
"TB",5,2015,16,10,6,31,26
"TB",5,2016,6,4,2,5,7
"TB",5,2017,0,0,0,0,0
"TB",5,2018,10,8,2,55,-4
"TB",5,2019,0,0,0,0,0
"TB",5,2020,0,0,0,0,0
"TB",5,2021,7,5,2,71,4
"TB",5,2022,13,11,2,47,6
"TB",5,2023,0,0,0,0,0
"TEN",1,2014,191,96,95,660,347
"TEN",1,2015,208,109,99,769,379
"TEN",1,2016,224,106,118,783,550
"TEN",1,2017,217,106,111,840,389
"TEN",1,2018,214,113,101,952,313
"TEN",1,2019,190,106,84,953,401
"TEN",1,2020,203,110,93,1042,348
"TEN",1,2021,214,117,97,898,323
"TEN",1,2022,177,92,85,721,394
"TEN",1,2023,175,92,83,547,307
"TEN",2,2014,228,159,69,1190,275
"TEN",2,2015,256,164,92,1219,362
"TEN",2,2016,275,163,112,1257,622
"TEN",2,2017,249,154,95,957,443
"TEN",2,2018,208,109,99,721,477
"TEN",2,2019,196,114,82,988,359
"TEN",2,2020,265,133,132,1010,791
"TEN",2,2021,250,138,112,1112,558
"TEN",2,2022,233,137,96,907,572
"TEN",2,2023,181,107,74,840,328
"TEN",3,2014,209,109,100,841,464
"TEN",3,2015,207,113,94,911,431
"TEN",3,2016,211,95,116,831,551
"TEN",3,2017,218,118,100,1052,412
"TEN",3,2018,165,81,84,702,416
"TEN",3,2019,202,95,107,1019,675
"TEN",3,2020,243,117,126,991,664
"TEN",3,2021,220,113,107,696,482
"TEN",3,2022,150,70,80,686,351
"TEN",3,2023,157,90,67,616,304
"TEN",4,2014,229,169,60,1318,202
"TEN",4,2015,257,188,69,1358,188
"TEN",4,2016,273,172,101,1206,340
"TEN",4,2017,246,140,106,901,525
"TEN",4,2018,222,116,106,922,491
"TEN",4,2019,231,135,96,1161,415
"TEN",4,2020,277,144,133,917,780
"TEN",4,2021,252,127,125,892,553
"TEN",4,2022,185,88,97,604,345
"TEN",4,2023,188,121,67,935,266
"TEN",5,2014,0,0,0,0,0
"TEN",5,2015,9,6,3,62,18
"TEN",5,2016,0,0,0,0,0
"TEN",5,2017,11,5,6,38,15
"TEN",5,2018,15,13,2,48,4
"TEN",5,2019,0,0,0,0,0
"TEN",5,2020,11,5,6,91,59
"TEN",5,2021,29,18,11,77,36
"TEN",5,2022,2,1,1,0,1
"TEN",5,2023,18,7,11,32,46
"WAS",1,2014,215,118,97,891,411
"WAS",1,2015,242,130,112,1188,460
"WAS",1,2016,229,146,83,1138,311
"WAS",1,2017,215,115,100,929,336
"WAS",1,2018,198,106,92,640,362
"WAS",1,2019,184,94,90,688,425
"WAS",1,2020,226,122,104,663,473
"WAS",1,2021,201,106,95,773,371
"WAS",1,2022,148,69,79,493,282
"WAS",1,2023,177,116,61,877,222
"WAS",2,2014,256,157,99,1262,484
"WAS",2,2015,263,155,108,1271,430
"WAS",2,2016,252,162,90,1252,434
"WAS",2,2017,247,155,92,1110,383
"WAS",2,2018,227,151,76,1185,340
"WAS",2,2019,214,124,90,880,478
"WAS",2,2020,259,183,76,1126,302
"WAS",2,2021,232,144,88,979,312
"WAS",2,2022,232,137,95,814,470
"WAS",2,2023,219,157,62,951,267
"WAS",3,2014,244,139,105,1438,423
"WAS",3,2015,215,127,88,950,307
"WAS",3,2016,239,147,92,1414,306
"WAS",3,2017,220,137,83,1146,291
"WAS",3,2018,221,125,96,867,334
"WAS",3,2019,183,102,81,792,319
"WAS",3,2020,212,133,79,1045,346
"WAS",3,2021,214,115,99,748,475
"WAS",3,2022,201,95,106,793,428
"WAS",3,2023,166,99,67,759,326
"WAS",4,2014,232,161,71,1231,270
"WAS",4,2015,282,171,111,1141,424
"WAS",4,2016,262,170,92,1416,587
"WAS",4,2017,246,148,98,1139,371
"WAS",4,2018,205,126,79,854,392
"WAS",4,2019,205,144,61,965,261
"WAS",4,2020,299,187,112,1206,425
"WAS",4,2021,260,163,97,1108,424
"WAS",4,2022,245,160,85,1078,301
"WAS",4,2023,225,159,66,1156,270
"WAS",5,2014,8,5,3,49,9
"WAS",5,2015,7,5,2,86,3
"WAS",5,2016,22,14,8,91,36
"WAS",5,2017,2,2,0,0,0
"WAS",5,2018,0,0,0,0,0
"WAS",5,2019,0,0,0,0,0
"WAS",5,2020,0,0,0,0,0
"WAS",5,2021,0,0,0,0,0
"WAS",5,2022,7,1,6,1,36
"WAS",5,2023,3,2,1,5,0
